:START_ID(Keyword),:END_ID(Keyword),:TYPE
铁基催化剂,铁催化剂,ALIAS_OF
挥发性有机物污染,挥发性有机污染物,ALIAS_OF
试验样本,试验样品,ALIAS_OF
疾病防控,疾病防护,ALIAS_OF
conjugated polymers,Conjugated polymers,ALIAS_OF
灰色关联度分析,灰色关联分析,ALIAS_OF
量子认证系统,量子认证,ALIAS_OF
coumarin,Coumarin,ALIAS_OF
医药行业,医药医疗行业,ALIAS_OF
快递物流企业,快递企业,ALIAS_OF
跨模态信息融合,多模态信息融合,ALIAS_OF
β-酮烯胺,β-烯胺酮,ALIAS_OF
辐射机制,热辐射: 辐射机制:热辐射,ALIAS_OF
受体结合区,受体结合结构域,ALIAS_OF
离线编程系统,离线编程,ALIAS_OF
思路方法,思路和方法,ALIAS_OF
医疗影像分割,医学影像分割,ALIAS_OF
YOLO v4,YOLO V4,ALIAS_OF
重组外膜囊泡疫苗,外膜囊泡疫苗,ALIAS_OF
drug delivery,Drug delivery,ALIAS_OF
双注意力机制,双向注意力机制,ALIAS_OF
气道炎症,气道慢性炎症,ALIAS_OF
重组亚单位候选疫苗,重组亚单位疫苗,ALIAS_OF
多机器人协同,多机器人协作,ALIAS_OF
Fluorescence probes,Fluorescent probes,ALIAS_OF
脉冲激光器,脉冲激光,ALIAS_OF
photosynthesis,Photosynthesis,ALIAS_OF
农作物病虫害防治,作物病虫害防治,ALIAS_OF
aggregation induced emission,Aggregation-Induced Emission,ALIAS_OF
前交叉韧带重建术,前交叉韧带重建,ALIAS_OF
多药耐药性,多药耐药,ALIAS_OF
弥漫性大B细胞淋巴瘤,弥漫大B细胞淋巴瘤,ALIAS_OF
stochastic variable delay differential equation,Stochastic variable delay differential equations,ALIAS_OF
语言大模型,大型语言模型,ALIAS_OF
血管通道,血管通路,ALIAS_OF
射血分数保留的心力衰竭,射血分数保留性心力衰竭,ALIAS_OF
热轧钢带,热轧带钢,ALIAS_OF
肠道菌群-肠-脑轴,微生物-肠-脑轴,ALIAS_OF
Euler-Marryama方法,Euler-Maruyama方法,ALIAS_OF
心血管手术,心血管外科手术,ALIAS_OF
病原学检测,病原体检测,ALIAS_OF
癌症患者照顾者,癌症患者家庭照顾者,ALIAS_OF
原子力显微镜（AFM）,原子力显微镜(AFM),ALIAS_OF
老年2型糖尿病患者,老年2型糖尿病,ALIAS_OF
并行代数多重网格法,代数多重网格,ALIAS_OF
农作物收入保险,农业收入保险,ALIAS_OF
主题相似性,主题相似度,ALIAS_OF
灰狼优化算法(GWO),灰狼优化算法,ALIAS_OF
禽畜粪便,畜禽粪便,ALIAS_OF
分子生物技术,分子生物学技术,ALIAS_OF
文本量化研究,文本量化,ALIAS_OF
halogen bonding,Halogen bonding,ALIAS_OF
数据和模型联合驱动,数据与模型混合驱动,ALIAS_OF
智慧化养老,智慧养老,ALIAS_OF
动态热机械分析,动态机械热分析,ALIAS_OF
生产安全,安全生产,ALIAS_OF
猪源多杀性巴氏杆菌,猪多杀性巴氏杆菌,ALIAS_OF
药理研究,药学研究,ALIAS_OF
同时定位与地图创建,同时定位与地图构建,ALIAS_OF
视觉认知,视觉感知,ALIAS_OF
水分解产氢,水分解制氢,ALIAS_OF
齿圈柔性,内齿圈柔性,ALIAS_OF
高功率,大功率,ALIAS_OF
骨性关节炎,骨关节炎,ALIAS_OF
行星和卫星: 探测,行星与卫星:探测,ALIAS_OF
aggregation,Aggregation,ALIAS_OF
水库防洪调度,水库调度,ALIAS_OF
轻量化设计,轻量化,ALIAS_OF
SWOT-PEST分析法,PEST-SWOT分析,ALIAS_OF
半解析法,半解析方法,ALIAS_OF
大单元整体教学,单元整体教学,ALIAS_OF
分子电子器件,分子器件,ALIAS_OF
教育中的人工智能,人工智能与教育,ALIAS_OF
倾向评分匹配,倾向性评分匹配,ALIAS_OF
政策量化评估,政策量化评价,ALIAS_OF
指数多项式,指数型多项式,ALIAS_OF
Citespace软件,CiteSpace软件,ALIAS_OF
吸附机理,吸附机制,ALIAS_OF
现场可编程门阵列(FPGA),现场可编程逻辑门阵列(FPGA),ALIAS_OF
慢性呼吸道疾病,慢性下呼吸道疾病,ALIAS_OF
拓扑优化设计,拓扑优化,ALIAS_OF
金属共价有机框架,金属-有机框架,ALIAS_OF
拓展卡尔曼滤波,扩展卡尔曼滤波,ALIAS_OF
hydrogels,Hydrogel,ALIAS_OF
基因组分型,基因分型,ALIAS_OF
冷链物流,冷链服务,ALIAS_OF
严重急性呼吸综合征冠状病毒-2,严重急性呼吸系统综合征冠状病毒2型(SARS-CoV-2),ALIAS_OF
C—S键构建,C-S键构建,ALIAS_OF
Vision Transformers,Vision Transformer,ALIAS_OF
细胞毒性T淋巴细胞表位,细胞毒性T淋巴细胞(CTL)表位,ALIAS_OF
生物微机电系统技术,生物微机电系统,ALIAS_OF
虚气留滞,虚气流滞,ALIAS_OF
4’-二硫联吡啶,4'-二硫联吡啶,ALIAS_OF
癌症晚期,晚期癌症,ALIAS_OF
半导体行业,半导体产业,ALIAS_OF
电子电器材料,电子材料,ALIAS_OF
流行特点,流行特征,ALIAS_OF
octahedral,Octahedral,ALIAS_OF
政府数据开放,政府开放数据,ALIAS_OF
钴配合物,钴(Ⅲ)配合物,ALIAS_OF
磁电耦合,电磁耦合,ALIAS_OF
chirality,Chirality,ALIAS_OF
地震探测,地震勘探,ALIAS_OF
天然酚类化合物,酚类化合物,ALIAS_OF
淀粉粒,淀粉,ALIAS_OF
SWOT-PEST分析,PEST-SWOT分析,ALIAS_OF
捷联惯性导航系统,捷联惯性导航,ALIAS_OF
猪δ冠状病毒,猪δ-冠状病毒,ALIAS_OF
可见/近红外光谱技术,可见/近红外光谱,ALIAS_OF
精确治疗,精准治疗,ALIAS_OF
易感群体,易感人群,ALIAS_OF
创新型人才培养,创新人才培养,ALIAS_OF
Supramolecular synthon,Supramolecular Synthons,ALIAS_OF
社区居家养老,社区养老,ALIAS_OF
host-guest chemistry,Host-guest chemistry,ALIAS_OF
人白细胞介素-10,白细胞介素-10,ALIAS_OF
Multicomponent crystals,Multicomponent Crystals,ALIAS_OF
药敏试验,体外药敏试验,ALIAS_OF
氧化纳米锌,纳米氧化锌,ALIAS_OF
H9亚型禽流感病毒,H9N2亚型禽流感病毒,ALIAS_OF
硬件结构,硬件架构,ALIAS_OF
杆状病毒-昆虫细胞表达系统,昆虫杆状病毒表达系统,ALIAS_OF
生物分子检测,分子生物学检测,ALIAS_OF
诊断标志物,诊断标志,ALIAS_OF
烟酰胺磷酸核糖转移酶,烟酰胺磷酸核糖基转移酶,ALIAS_OF
细胞疗法,细胞治疗,ALIAS_OF
分布式能源,分布式新能源,ALIAS_OF
靶点药物,药物靶点,ALIAS_OF
共振光散射法,共振光散射光谱,ALIAS_OF
双模功率分流式,功率分流式,ALIAS_OF
生物法合成,生物合成法,ALIAS_OF
信号传递,信号传导,ALIAS_OF
一锅法,“一锅”法,ALIAS_OF
fullerene,Fullerene,ALIAS_OF
Cr（Ⅵ）还原,Cr(Ⅵ)还原,ALIAS_OF
Noncovalent interaction,Non-covalent interactions,ALIAS_OF
磷酸化蛋白组学,磷酸化蛋白质组学,ALIAS_OF
CLP-pixel,CLP-PIXEL,ALIAS_OF
盆底功能障碍性疾病,盆底功能障碍,ALIAS_OF
中断时间序列设计,中断时间序列,ALIAS_OF
molecular recognition,Molecular recognition,ALIAS_OF
脑血管病,脑血管疾病,ALIAS_OF
网状meta分析,网状Meta分析,ALIAS_OF
melamine-barbiturate,Melamine barbiturate,ALIAS_OF
生物炭催化剂,炭基催化剂,ALIAS_OF
农产品质量安全,农产品安全,ALIAS_OF
税收优惠政策,税收优惠,ALIAS_OF
关键核心技术突破,关键技术,ALIAS_OF
cryo-EM,Cryo-EM,ALIAS_OF
制造型中小企业,中小制造企业,ALIAS_OF
心衰发展危险因素,心衰危险因素,ALIAS_OF
半导体光催化剂,半导体光催化,ALIAS_OF
noncovalent interactions,Non-covalent interactions,ALIAS_OF
“国家级大数据综合试验区”,国家级大数据综合试验区,ALIAS_OF
认知层级,认知层次,ALIAS_OF
肝脏代谢,肝代谢,ALIAS_OF
功能调控元件,调控元件,ALIAS_OF
微生物-脑-肠轴,微生物-肠-脑轴,ALIAS_OF
Tg,TG,ALIAS_OF
结肠炎相关性结直肠癌,炎症相关结直肠癌,ALIAS_OF
神经-内分泌-免疫网络,神经-内分泌-免疫系统,ALIAS_OF
呼吸窘迫综合征,急性呼吸窘迫综合征,ALIAS_OF
代数连续空间,代数拟连续空间,ALIAS_OF
肺炎疫苗,肺炎球菌疫苗,ALIAS_OF
逻辑框架,逻辑架构,ALIAS_OF
马克思机器论,马克思机器理论,ALIAS_OF
黄斑新生血管,黄斑区新生血管,ALIAS_OF
host-guest complex,host-guest complexation,ALIAS_OF
Zinc(II),Zinc (II),ALIAS_OF
秸秆养分资源量,秸秆养分资源,ALIAS_OF
机液一体化,机电液一体化,ALIAS_OF
智慧农业农村,智慧农业,ALIAS_OF
U-Net型网络,U-Net,ALIAS_OF
冠脉微血管功能障碍疾病,冠状动脉微循环功能障碍,ALIAS_OF
嫦娥五号探测器,嫦娥五号,ALIAS_OF
化学合成原料药,化学原料药,ALIAS_OF
mcr-1,MCR-1,ALIAS_OF
细菌群落结构,细菌群落组成,ALIAS_OF
magnetic properties,Magnetic properties,ALIAS_OF
参数估算,参数估计,ALIAS_OF
单拷贝直同源基因,单拷贝同源基因,ALIAS_OF
大型仪器设备,大型仪器,ALIAS_OF
《人类病毒,疾病: 《人类病毒:疾病,ALIAS_OF
综合防治策略,综合防治措施,ALIAS_OF
全外显子组测序,全外显子测序,ALIAS_OF
尿素氧化反应,尿素氧化,ALIAS_OF
Abaqus,ABAQUS,ALIAS_OF
. B/S架构,B/S架构,ALIAS_OF
时空模型,时空大模型,ALIAS_OF
禽病毒4型,禽腺病毒4型,ALIAS_OF
技术平台,平台技术,ALIAS_OF
巯基保护基,巯基保护,ALIAS_OF
有機半導体,有机半导体,ALIAS_OF
二氧化碳还原,二氧化碳电还原,ALIAS_OF
逆合成分析法,逆合成分析,ALIAS_OF
体系架构,体系结构,ALIAS_OF
概率密度演化理论,概率密度演化,ALIAS_OF
集成光量子芯片,量子集成光学芯片,ALIAS_OF
设计创新,创新设计,ALIAS_OF
组织病理图像,病理图像,ALIAS_OF
现象学分析法,现象学分析,ALIAS_OF
社交媒介,社交媒体,ALIAS_OF
糖药物,糖类药物,ALIAS_OF
amphiphiles,Amphiphile,ALIAS_OF
宏基因二代测序,宏基因组二代测序,ALIAS_OF
YOLO v3,YOLO V3,ALIAS_OF
育儿自我效能感,育儿自我效能,ALIAS_OF
地区异质性,区域异质性,ALIAS_OF
对话式通用人工智能,对话式人工智能,ALIAS_OF
宏基因组二代测序技术,宏基因组二代测序,ALIAS_OF
档案信息化管理,档案信息化,ALIAS_OF
晶态多孔材料,多孔晶态材料,ALIAS_OF
技术性压力,技术压力,ALIAS_OF
植物科学,植物学,ALIAS_OF
enclathration,Enclathration,ALIAS_OF
病理诊断,病理学诊断,ALIAS_OF
农民创业,农户创业,ALIAS_OF
Hirshfeld surface analyses,Hirshfeld surface analysis,ALIAS_OF
ChatGPT类技术,ChatGPT技术,ALIAS_OF
可电离阳离子脂质,可电离脂质,ALIAS_OF
超分子主客体相互作用,主客体超分子作用,ALIAS_OF
j]异喹啉,1-a]异喹啉,ALIAS_OF
孙家遗址,孙家村遗址,ALIAS_OF
财政预算支出,财政支出,ALIAS_OF
25-羟维生素D,25-羟基维生素D3,ALIAS_OF
多相分类学,多相分类,ALIAS_OF
尿源性干细胞,尿源干细胞,ALIAS_OF
试验研究,实验研究,ALIAS_OF
农作物病虫害,农业病虫害,ALIAS_OF
模板法合成,模板合成,ALIAS_OF
supramolecular assemblies,Supramolecular assemblies,ALIAS_OF
精准宏观超分子组装,宏观超分子精准组装,ALIAS_OF
Hsp70,HSP70,ALIAS_OF
新药物,新型药物,ALIAS_OF
子宫颈癌前病变,宫颈癌前病变,ALIAS_OF
陨石,橄榄陨铁: 陨石:橄榄陨铁,ALIAS_OF
病人自我报告结局,患者自我报告结局,ALIAS_OF
次级代谢合成基因簇,次级代谢产物基因簇,ALIAS_OF
农业劳动力转移,农村劳动力转移,ALIAS_OF
kurzweil积分,Kurzweil积分,ALIAS_OF
线粒体病,线粒体疾病,ALIAS_OF
树状接枝聚合物,树枝状聚合物,ALIAS_OF
DeepSort,DeepSORT,ALIAS_OF
线粒体障碍,线粒体功能障碍,ALIAS_OF
汽车自动驾驶,自动驾驶汽车,ALIAS_OF
水质净化,水体净化,ALIAS_OF
多物理域耦合,多物理场耦合,ALIAS_OF
智能辅助治疗,智能辅助诊疗,ALIAS_OF
预训练模型RoBERTa,Roberta预训练模型,ALIAS_OF
昆虫细胞-杆状病毒表达载体系统,昆虫杆状病毒表达系统,ALIAS_OF
结构柔性,柔性结构,ALIAS_OF
摩擦学特性,摩擦学性能,ALIAS_OF
时变转速工况,变转速工况,ALIAS_OF
冠状动脉性心脏病,冠心病,ALIAS_OF
医院-社区”联动,“医院—社区”联动,ALIAS_OF
磁性纳米颗粒,磁性纳米粒子,ALIAS_OF
Single crystal,Single Crystal,ALIAS_OF
脑类器官,人脑类器官,ALIAS_OF
动力学特性,动力学特征,ALIAS_OF
18F标记,18F-标记,ALIAS_OF
microRNAs,microRNA,ALIAS_OF
隐式分数阶微分方程,分数阶隐式微分方程,ALIAS_OF
《贝肯熊,火星任务》: 《贝肯熊:火星任务》,ALIAS_OF
心理情况,心理状态,ALIAS_OF
自组装单分子膜,分子自组装单层膜,ALIAS_OF
双向长短记忆网络,双向长短期记忆网络,ALIAS_OF
神经影像技术,神经影像学,ALIAS_OF
胆结石,胆囊结石,ALIAS_OF
光学器件,光学元件,ALIAS_OF
电解制氢,水电解制氢,ALIAS_OF
心脑血管相关疾病,心脑血管疾病,ALIAS_OF
耐药性分析,耐药分析,ALIAS_OF
人工智能技术应用,人工智能应用,ALIAS_OF
超分子纳米载体,超分子纳米材料,ALIAS_OF
Nanofibers,Nanofiber,ALIAS_OF
免疫保护效果,免疫保护效力,ALIAS_OF
农作物虫害,农业病虫害,ALIAS_OF
代谢功能障碍相关脂肪肝疾病,代谢相关脂肪性肝病,ALIAS_OF
抗肿瘤药物,抗肿瘤药,ALIAS_OF
欧盟人工智能法案,欧盟《人工智能法》,ALIAS_OF
结构智能设计,智能化结构设计,ALIAS_OF
智能装配,智能化装配,ALIAS_OF
血小板裂解物,血小板裂解液,ALIAS_OF
酰基化反应,酰化反应,ALIAS_OF
固相化学多肽合成,固相多肽合成,ALIAS_OF
crystal engineering,Crystal Engineering,ALIAS_OF
地域差异,区域差异,ALIAS_OF
次级代谢产物生物合成基因簇,次级代谢产物基因簇,ALIAS_OF
肠道菌群紊乱,肠道菌群失调,ALIAS_OF
人脸编辑,人脸图像编辑,ALIAS_OF
安全头盔佩戴检测,头盔佩戴检测,ALIAS_OF
心脑血管疾病死亡,心脑血管死亡,ALIAS_OF
Supramolecular assembled,Supramolecular assembly,ALIAS_OF
胆道癌,胆管癌,ALIAS_OF
cyanine dyes,Cyanine dye,ALIAS_OF
anti‐counterfeiting,Anti-counterfeiting,ALIAS_OF
NW行星齿轮,NW型行星齿轮,ALIAS_OF
冠状动脉移植术,冠状动脉旁路移植术,ALIAS_OF
纳米多孔金属,纳米多孔金,ALIAS_OF
生成式模型,生成模型,ALIAS_OF
Caputo分数阶微分,Caputo分数阶导数,ALIAS_OF
暴雨洪涝灾害,暴雨洪涝,ALIAS_OF
结核潜伏感染,潜伏性结核感染,ALIAS_OF
FTIR-ATR,ATR-FTIR,ALIAS_OF
气阴两虚型,气阴两虚,ALIAS_OF
Cucurbit[8]uril,cucurbit[8]uril,ALIAS_OF
良率提高,良率提升,ALIAS_OF
condensates,Condensates,ALIAS_OF
合作创新网络,创新合作网络,ALIAS_OF
广泛性焦虑障碍,广泛性焦虑症,ALIAS_OF
M1巨噬细胞,M1型巨噬细胞,ALIAS_OF
蛋白质芯片,蛋白芯片,ALIAS_OF
卷积注意力机制,卷积块注意力机制,ALIAS_OF
肺肾气虚证,肺肾气虚,ALIAS_OF
脑-肠轴,肠-脑轴,ALIAS_OF
模数/数模转换器,模数转换器,ALIAS_OF
新型冠状病毒2(SARS-CoV-2),新型冠状病毒(SARS-CoV-2),ALIAS_OF
特征点匹配,特征匹配,ALIAS_OF
新型冠状病毒肺炎疫苗,新型冠状病毒疫苗,ALIAS_OF
癌患家庭照顾者,癌症患者家庭照顾者,ALIAS_OF
中断时间序列分析,中断时间序列,ALIAS_OF
p(t)-Laplacian算子,p-Laplacian算子,ALIAS_OF
诊疗进展,诊治进展,ALIAS_OF
抗生素耐药菌,抗微生物药物耐药性,ALIAS_OF
二维材料催化剂,二维催化剂,ALIAS_OF
癌症疼痛,癌性疼痛,ALIAS_OF
稻旱混作,稻旱兼作,ALIAS_OF
农田土壤,农业土壤,ALIAS_OF
cancer immunotherapy,Cancer immunotherapy,ALIAS_OF
3d printing,3D printing,ALIAS_OF
主动脉粥样硬化,动脉粥样硬化,ALIAS_OF
诊断标记,诊断标志,ALIAS_OF
量子微波,微波量子,ALIAS_OF
行星地质工程技术,行星地质工程,ALIAS_OF
泛基因组学研究,泛基因组学,ALIAS_OF
狼疮肾炎,狼疮性肾炎,ALIAS_OF
幽门螺旋杆菌感染,幽门螺杆菌感染,ALIAS_OF
髋关节置换,人工全髋关节置换术,ALIAS_OF
替代风险,替代性风险,ALIAS_OF
非酒精性脂肪肝炎,非酒精性脂肪性肝炎,ALIAS_OF
graphene quantum dots,Graphene Quantum Dots,ALIAS_OF
hetero-architectures,Hetero-Architectures,ALIAS_OF
编-解码结构,编码器-解码器结构,ALIAS_OF
终末期肾脏病,终末期肾病,ALIAS_OF
决策树CART模型,CART决策树模型,ALIAS_OF
炔酰胺,炔胺,ALIAS_OF
柔性材料,柔性复合材料,ALIAS_OF
量子通讯,量子通信,ALIAS_OF
人才培育,人才培养,ALIAS_OF
抑菌机理,抑菌机制,ALIAS_OF
■-广义fuzzy奇异滤子,广义fuzzy奇异滤子,ALIAS_OF
fluorescent probe,Fluorescent probe,ALIAS_OF
智能教育,智能化教育,ALIAS_OF
耐碳青霉烯类,耐碳青霉烯,ALIAS_OF
戊型肝炎病毒,戊型病毒性肝炎,ALIAS_OF
Binding mechanisms,Binding mechanism,ALIAS_OF
干扰素γ,干扰素-γ,ALIAS_OF
quantum yield,Quantum yield,ALIAS_OF
离子交换法,离子交换,ALIAS_OF
生成式人工智能技术(AIGC),生成式人工智能(AIGC),ALIAS_OF
产业结构转型升级,产业转型升级,ALIAS_OF
慢性非传染性疾病(慢性病),慢性非传染性疾病,ALIAS_OF
社会心理适应,心理社会适应,ALIAS_OF
信号传导通路,信号通路,ALIAS_OF
polymers,Polymers,ALIAS_OF
Hirshfeld Surface Analysis,Hirshfeld surface analysis,ALIAS_OF
聚丙烯复合,聚丙烯复合材料,ALIAS_OF
PDCA循环法,PDCA循环,ALIAS_OF
NLRP3炎症小体,NLRP3炎性小体,ALIAS_OF
电磁兼容性(EMC),电磁兼容(EMC),ALIAS_OF
缺血性卒中,急性缺血性脑卒中,ALIAS_OF
表面等离子体共振,局域表面等离子体共振,ALIAS_OF
自身免疫性肝病,自身免疫性肝炎,ALIAS_OF
风险管控,风险控制,ALIAS_OF
CRISPR/Cas9,CRISPR-Cas9,ALIAS_OF
matlab,MATLAB,ALIAS_OF
记忆性T细胞,记忆T细胞,ALIAS_OF
生物学应用,生物医学应用,ALIAS_OF
风险评分模型,风险评估模型,ALIAS_OF
Host–guest chemistry,Host-guest chemistry,ALIAS_OF
肺脏移植,肺移植,ALIAS_OF
JAK1选择性抑制剂,JAK1抑制剂,ALIAS_OF
integrative modeling,Integrative modeling,ALIAS_OF
模糊控制器,模糊控制,ALIAS_OF
分子标记,分子标志物,ALIAS_OF
肝切除,肝切除术,ALIAS_OF
绩效评估,绩效评价,ALIAS_OF
蛋白质半化学合成,蛋白质化学半合成,ALIAS_OF
条件生成对抗网络,生成对抗网络,ALIAS_OF
pathway complexity,Pathway Complexity,ALIAS_OF
信息类文本,信息型文本,ALIAS_OF
医学应对方式,医学应对,ALIAS_OF
材料合成化学,材料化学合成,ALIAS_OF
YoloV5,YOLOv5,ALIAS_OF
企业创新能力,企业创新力,ALIAS_OF
大地电磁深探测,大地电磁测深,ALIAS_OF
多标准决策模型,多准则决策模型,ALIAS_OF
矩阵运算,矩阵计算,ALIAS_OF
机械力化学法,机械力化学,ALIAS_OF
自组装分子膜,分子自组装单层膜,ALIAS_OF
活性测定,活性检测,ALIAS_OF
乳头状瘤病毒疫苗,人乳头瘤病毒疫苗,ALIAS_OF
molecular assembly,Molecular Assembly,ALIAS_OF
一致持续性,一致持久性,ALIAS_OF
集成电路,电性能分析: 集成电路:电性能分析,ALIAS_OF
建筑智能,建筑智能化,ALIAS_OF
PI3K/AKT通路,PI3K/AKT信号通路,ALIAS_OF
脂质纳米粒,脂质体纳米颗粒,ALIAS_OF
自然化学连接,天然化学连接,ALIAS_OF
高迁移率族蛋白B1,高迁移率族蛋白1,ALIAS_OF
Sensors,sensors,ALIAS_OF
微生物群落,微生物群,ALIAS_OF
量子科技产业,量子产业,ALIAS_OF
数据分级,数据分类分级,ALIAS_OF
钠-葡萄糖协同转运蛋白2抑制剂,钠-葡萄糖共转运蛋白2抑制剂,ALIAS_OF
刚柔耦合动力学模型,刚-柔耦合动力学,ALIAS_OF
菌-肠-脑轴,微生物-肠-脑轴,ALIAS_OF
高脂血症性,高脂血症,ALIAS_OF
碳碳键断裂,碳-碳键断裂,ALIAS_OF
内生风险,内生性风险,ALIAS_OF
丙酮酸盐,丙酮酸,ALIAS_OF
氨硼烷水解产氢,氨硼烷水解,ALIAS_OF
molecule assembly,Molecule assembly,ALIAS_OF
TRIPS协议,TRIPS协定,ALIAS_OF
化疗相关性恶心呕吐,化疗所致恶心呕吐,ALIAS_OF
诱导性多能干细胞,诱导多能干细胞,ALIAS_OF
编码-解码结构,编码器-解码器结构,ALIAS_OF
策略决策,决策策略,ALIAS_OF
covalent organic frameworks,covalent organic framework,ALIAS_OF
连续肾脏替代疗法,连续性肾脏替代治疗,ALIAS_OF
Supramolecular chirality,Supramolecular Chirality,ALIAS_OF
secondary structure,Secondary structure,ALIAS_OF
Emden-Fowler微分方程,Emden-Fowler型微分方程,ALIAS_OF
结构特性,结构性质,ALIAS_OF
糖尿病周围神经病,糖尿病周围神经病变,ALIAS_OF
智能医疗,智能医学,ALIAS_OF
Computational modelling,Computational modeling,ALIAS_OF
功能食品,功能性食品,ALIAS_OF
镁基复合储氢材料,镁基储氢材料,ALIAS_OF
遗传进化分析,遗传变异分析,ALIAS_OF
丙型肝炎,丙型病毒性肝炎,ALIAS_OF
脑膜炎疫苗,脑膜炎球菌疫苗,ALIAS_OF
PI3K/Akt信号通路,PI3K/AKT信号通路,ALIAS_OF
蒙特卡洛,蒙特卡洛法,ALIAS_OF
门诊护理,护理门诊,ALIAS_OF
冠脉微血管功能异常,冠状动脉微循环功能障碍,ALIAS_OF
optical waveguide,Optical waveguide,ALIAS_OF
猪伪狂犬病病毒(PRV),猪伪狂犬病毒(PRV),ALIAS_OF
锌空电池,锌-空气电池,ALIAS_OF
红外热成像,热红外成像,ALIAS_OF
防治药物,药物防治,ALIAS_OF
三维芯片堆叠,三维堆叠芯片,ALIAS_OF
Scanning tunneling microscopy,Scanning Tunneling Microscopy,ALIAS_OF
生物医用高分子,生物医用高分子材料,ALIAS_OF
生成式人工智能工具,生成式人工智能,ALIAS_OF
surface modification,Surface modification,ALIAS_OF
质量检测,品质检测,ALIAS_OF
J‐aggregates,J-aggregates,ALIAS_OF
纳米颗粒疫苗,纳米疫苗,ALIAS_OF
生态模型,生态位模型,ALIAS_OF
乙醇电氧化,乙醇氧化反应,ALIAS_OF
质量管控,质量控制,ALIAS_OF
chitosan,Chitosan,ALIAS_OF
16S r RNA,16S rRNA,ALIAS_OF
猪圆环病毒3型(PCV3),猪圆环病毒3型,ALIAS_OF
多肽固相合成,固相多肽合成,ALIAS_OF
本体模态,本体模型,ALIAS_OF
产业状况,产业发展现状,ALIAS_OF
课堂教学分析,课堂分析,ALIAS_OF
light‐harvesting systems,Light-harvesting system,ALIAS_OF
创新创造能力,创新能力,ALIAS_OF
劳动者就业,劳动力就业,ALIAS_OF
儿科护理学,儿科护理,ALIAS_OF
靶向蛋白降解嵌合体,蛋白降解靶向嵌合体,ALIAS_OF
sequential energy transfer,Sequential energy transfer,ALIAS_OF
换道行为决策,换道决策行为,ALIAS_OF
静脉-动脉体外膜肺氧合,静脉-动脉体外膜氧合,ALIAS_OF
核衣壳蛋白,核壳蛋白,ALIAS_OF
分子组装体,分子组装,ALIAS_OF
肿瘤病人,肿瘤患者,ALIAS_OF
Neumann边界值问题,Neumann边值问题,ALIAS_OF
缺血缺氧,缺氧缺血,ALIAS_OF
电化学测试,电化学性能测试,ALIAS_OF
新一代人工智能技术,新一代人工智能,ALIAS_OF
血液系统疾病,血液疾病,ALIAS_OF
主要心脑血管事件,主要不良心脑血管事件,ALIAS_OF
PLC控制系统,PLC控制,ALIAS_OF
猪繁殖与呼吸障碍综合征病毒(PRRSV),猪繁殖与呼吸综合征病毒(PRRSV),ALIAS_OF
吸附无细胞百白破联合疫苗,无细胞百白破联合疫苗,ALIAS_OF
颈椎疾病,颈椎病,ALIAS_OF
障碍检测,障碍物检测,ALIAS_OF
Multifunctional nanoparticles,Multifunctional nanomaterials,ALIAS_OF
Artificial intelligence,artificial intelligence,ALIAS_OF
神经系统损伤,神经损伤,ALIAS_OF
复合物材料,复合材料,ALIAS_OF
机械化学法,机械化学,ALIAS_OF
代谢功能障碍相关性脂肪肝,代谢相关脂肪性肝病,ALIAS_OF
