:START_ID(Keyword),:END_ID(Keyword),:TYPE
高致病性猪繁殖与呼吸综合征,高致病性猪繁殖与呼吸综合征病毒,ALIAS_OF
viologen,Viologen,ALIAS_OF
Supramolecular Assemblies,Supramolecular assemblies,ALIAS_OF
格林函数法,格林函数,ALIAS_OF
immunoadjuvants,Immunoadjuvants,ALIAS_OF
地下水水位,地下水位,ALIAS_OF
光谱特性,光谱特征,ALIAS_OF
蛋白靶点,蛋白质靶点,ALIAS_OF
空间集聚,空间聚集,ALIAS_OF
局部均值分解,局域均值分解,ALIAS_OF
塑料闪烁体阵列探测器,塑料闪烁体探测器,ALIAS_OF
慢性呼吸道病,慢性下呼吸道疾病,ALIAS_OF
产业演进,产业演化,ALIAS_OF
生物医药应用,生物医学应用,ALIAS_OF
行星和卫星: 形成,行星和卫星:形成,ALIAS_OF
经皮冠脉介入治疗,经皮冠状动脉介入治疗,ALIAS_OF
基因疫苗,基因工程疫苗,ALIAS_OF
四配位硼化合物,四配位有机硼化合物,ALIAS_OF
连接结构,结构连接,ALIAS_OF
柔性齿圈,内齿圈柔性,ALIAS_OF
photochemistry,Photochemistry,ALIAS_OF
Hydrogen-bonding,hydrogen bonding,ALIAS_OF
AHP-熵权组合法,AHP-熵权法,ALIAS_OF
视觉-语言预训练模型,视觉-语言预训练,ALIAS_OF
诊断和治疗,诊断与治疗,ALIAS_OF
载荷识别,动载荷识别,ALIAS_OF
四价流感病毒亚单位疫苗,四价流感疫苗,ALIAS_OF
分子组装器,分子组装,ALIAS_OF
类ChatGPT,ChatGPT类,ALIAS_OF
机械特性,机械性能,ALIAS_OF
急性暴发性心肌炎,暴发性心肌炎,ALIAS_OF
溶胶凝胶法,溶胶-凝胶法,ALIAS_OF
膝关节骨性关节炎,膝骨关节炎,ALIAS_OF
急性缺血性卒中,急性缺血性脑卒中,ALIAS_OF
fluorophores,Fluorophore,ALIAS_OF
single crystal X-rays diffraction,single-crystal X-ray diffraction,ALIAS_OF
高级别子宫颈鳞状上皮内病变,子宫颈高级别鳞状上皮内病变,ALIAS_OF
滑液支原体,滑液囊支原体,ALIAS_OF
磺胺甲恶唑,磺胺甲噁唑,ALIAS_OF
智能内生,内生智能,ALIAS_OF
固态电解质,固体电解质,ALIAS_OF
肝切除术后肝衰竭,肝切除术后肝功能衰竭,ALIAS_OF
vaccine delivery,Vaccine delivery,ALIAS_OF
显著目标检测,显著性目标检测,ALIAS_OF
补肾清利活血汤,益肾活血汤,ALIAS_OF
柔顺控制,柔顺性控制,ALIAS_OF
黏弹性,粘弹性,ALIAS_OF
巡检类机器人,巡检机器人,ALIAS_OF
耦合模型,耦合协调度模型,ALIAS_OF
YoloV5s,YOLOv5s,ALIAS_OF
spin crossover,Spin crossover,ALIAS_OF
脂类代谢,脂代谢,ALIAS_OF
异硫氰酸酯类,异硫氰酸酯,ALIAS_OF
精神类疾病,精神疾病,ALIAS_OF
aggregation‐induced emission,Aggregation-Induced Emission,ALIAS_OF
智能诊断,智能医疗诊断,ALIAS_OF
dinuclear,Dinuclear,ALIAS_OF
秸秆资源化利用,秸秆利用,ALIAS_OF
Riemann-Liouville导数,Riemann-Liouville分数阶导数,ALIAS_OF
猫1型疱疹病毒,猫疱疹病毒1型,ALIAS_OF
Aggregation‐induced emission,Aggregation-Induced Emission,ALIAS_OF
轻量级神经网络,轻量化神经网络,ALIAS_OF
分级标准,分级分类标准,ALIAS_OF
免疫规划程序,免疫规划,ALIAS_OF
Azobenzene,Isomerization: Azobenzene: Isomerization,ALIAS_OF
养分资源量,养分资源,ALIAS_OF
自适应滤波器,自适应滤波,ALIAS_OF
运动心肺测试,心肺运动试验,ALIAS_OF
人工智能内容生成,人工智能生成内容,ALIAS_OF
Yolov3,YOLOv3,ALIAS_OF
C反应蛋白,C-反应蛋白,ALIAS_OF
抗辐射设计加固,抗辐射加固,ALIAS_OF
电子自动化设计,电子设计自动化,ALIAS_OF
膜囊泡,外囊泡,ALIAS_OF
多酶级联反应,多酶级联催化,ALIAS_OF
类器官生物样本库,类器官生物库,ALIAS_OF
switchable fluorescence,Switchable fluorescence,ALIAS_OF
汽车车用芯片,汽车芯片,ALIAS_OF
振动检测装置,振动检测,ALIAS_OF
航天电子装置,航天电子装备,ALIAS_OF
可见光光催化,可见光催化,ALIAS_OF
Nanostructures,Nanostructure,ALIAS_OF
防治策略,防治对策,ALIAS_OF
禽腺病毒病,禽腺病毒,ALIAS_OF
磷脂酰肌醇3-激酶/蛋白激酶B(PI3K/Akt)信号通路,磷脂酰肌醇-3激酶/蛋白激酶B通路,ALIAS_OF
化学-酶法合成,酶法合成,ALIAS_OF
氧电极催化,氧电催化,ALIAS_OF
神经网络计算,神经网络算法,ALIAS_OF
肺血管重构,肺动脉血管重塑,ALIAS_OF
生物质材料,生物材料,ALIAS_OF
核因子κB,核因子-κB,ALIAS_OF
核受体辅激活因子4,核受体共激活因子4,ALIAS_OF
Hadamard分数阶微分,Hadamard分数阶导数,ALIAS_OF
创新型人才,创新人才,ALIAS_OF
biofilms,Biofilm,ALIAS_OF
bioimaging,Bioimaging,ALIAS_OF
主密度峰值聚类,密度峰值聚类,ALIAS_OF
载人航天器,载人航天,ALIAS_OF
猫疱疹病毒Ⅰ型,猫疱疹病毒1型,ALIAS_OF
高效液相色谱法,高效液相色谱,ALIAS_OF
抗肿瘤免疫,抗肿瘤免疫治疗,ALIAS_OF
中西医结合疗法,中西医结合治疗,ALIAS_OF
慢性代谢病,慢性代谢性疾病,ALIAS_OF
亚单位疫苗1,亚单位疫苗,ALIAS_OF
CT血管造影,CT血管成像,ALIAS_OF
秸秆综合利用,农作物秸秆综合利用,ALIAS_OF
unity3D,Unity3D,ALIAS_OF
多信息融合,多源信息融合,ALIAS_OF
脑心同治,心脑同治,ALIAS_OF
高光谱影像,高光谱图像,ALIAS_OF
双碳目标,“双碳”目标,ALIAS_OF
Molecular dynamics,molecular dynamics,ALIAS_OF
Charge-transfer complex,Charge-Transfer Complex,ALIAS_OF
非线性最优化,非线性优化,ALIAS_OF
耦合模式,耦合协调度模型,ALIAS_OF
血液生理生化,血液生化,ALIAS_OF
肿瘤细胞减灭术,肿瘤减灭术,ALIAS_OF
原位测量,原位测定,ALIAS_OF
呼吸性传染病,呼吸道传染病,ALIAS_OF
肉芽肿结节,肉芽肿性结节,ALIAS_OF
财务共享服务中心,财务共享中心,ALIAS_OF
硅芯片,硅基芯片,ALIAS_OF
智慧居家社区养老,智慧居家养老,ALIAS_OF
抗氧化性能,抗氧化性,ALIAS_OF
Dice系数,DICE系数,ALIAS_OF
羟类固醇脱氢酶,羟基类固醇脱氢酶,ALIAS_OF
丙烷脱氢,丙烷直接脱氢,ALIAS_OF
phase transition,Phase transition,ALIAS_OF
机遇和挑战,挑战和机遇,ALIAS_OF
2′-岩藻糖基乳糖,2’-岩藻糖基乳糖,ALIAS_OF
room-temperature phosphorescence,Room temperature phosphorescence,ALIAS_OF
医学人工智能,人工智能医疗,ALIAS_OF
solvent effects,Solvent effect,ALIAS_OF
全球导航卫星系统,全球卫星导航系统,ALIAS_OF
yolov7,YOLOv7,ALIAS_OF
tau蛋白,Tau蛋白,ALIAS_OF
Er,YAG: Er:YAG,ALIAS_OF
金属原子级分散催化剂,金属单原子催化剂,ALIAS_OF
B-淋巴细胞,B淋巴细胞,ALIAS_OF
发展路线,发展路径,ALIAS_OF
智能会计核算,智能会计,ALIAS_OF
人类乳头瘤病毒疫苗,人乳头瘤病毒疫苗,ALIAS_OF
非对称卷积块,非对称卷积,ALIAS_OF
组分无细胞百白破联合疫苗,无细胞百白破联合疫苗,ALIAS_OF
cycloparaphenylene,Cycloparaphenylene,ALIAS_OF
航天材料,航天器材料,ALIAS_OF
Polyphosphazenes,Polyphosphazene,ALIAS_OF
DNA nanotechnology,DNA Nanotechnology,ALIAS_OF
多位点序列分析,多位点序列分型,ALIAS_OF
有机小分子组装,有机分子自组装,ALIAS_OF
遗传进化,遗传演化,ALIAS_OF
沸石咪唑骨架,沸石咪唑酯骨架材料,ALIAS_OF
智能设计,智能化设计,ALIAS_OF
思想表达二分法,思想/表达二分法,ALIAS_OF
手术并发症,手术后并发症,ALIAS_OF
Chebyshev配置法,Chebyshev谱配置法,ALIAS_OF
乙肝感染,乙型病毒性肝炎,ALIAS_OF
急性呼吸道感染,上呼吸道感染,ALIAS_OF
clusters,cluster,ALIAS_OF
人工智能服务提供者,人工智能提供者,ALIAS_OF
编解码结构,编码器-解码器结构,ALIAS_OF
左右分数阶导数,分数阶左右导数,ALIAS_OF
血管重构,血管重塑,ALIAS_OF
财政补贴,政府补助,ALIAS_OF
产肠毒素性大肠杆菌,产肠毒素大肠杆菌,ALIAS_OF
2-bis(4-pyridyl)ethylene (Bpe),2-bis(4-pyridyl)ethylene,ALIAS_OF
青年乳腺癌,年轻乳腺癌,ALIAS_OF
流行病学调查研究,流行病学调查,ALIAS_OF
属性级情感分类,属性级情感分析,ALIAS_OF
基层医疗机构,基层医疗卫生机构,ALIAS_OF
Adams仿真,ADAMS仿真,ALIAS_OF
智能化识别,智能识别,ALIAS_OF
农作物品质,农产品品质,ALIAS_OF
hydrogel,Hydrogel,ALIAS_OF
腔镜甲状腺切除手术,甲状腺切除术,ALIAS_OF
代谢紊乱相关性脂肪性肝病,代谢相关脂肪性肝病,ALIAS_OF
缺血/再灌注损伤,缺血再灌注损伤,ALIAS_OF
Supramolecular chemistry,Supramolecular Chemistry,ALIAS_OF
自动变速箱,自动变速器,ALIAS_OF
A(H1N1)pdm09流感病毒,A(H1N1)pdm09亚型流感病毒,ALIAS_OF
self-assemble,Self-assembly,ALIAS_OF
实代数曲线,代数曲线,ALIAS_OF
嵌套实体,实体嵌套,ALIAS_OF
时空特性,时空特征,ALIAS_OF
DEA-Malmquist指数法,DEA-Malmquist指数模型,ALIAS_OF
鸡慢性呼吸道病,鸡慢性呼吸道疾病,ALIAS_OF
intercalation,Intercalation,ALIAS_OF
自组装单层膜,分子自组装单层膜,ALIAS_OF
锌空气电池,锌-空气电池,ALIAS_OF
表皮生长因子受体基因,表皮生长因子受体,ALIAS_OF
工艺加工,加工工艺,ALIAS_OF
纳米生物材料产品,纳米生物材料,ALIAS_OF
生物医用材料,医用生物材料,ALIAS_OF
Z型异质结,Z-型异质结,ALIAS_OF
化学防腐剂,化学合成防腐剂,ALIAS_OF
镁合金材料,镁合金,ALIAS_OF
牙源性间充质干细胞,牙源性干细胞,ALIAS_OF
自身免疫病,自身免疫性疾病,ALIAS_OF
长短时记忆神经网络,长短期记忆神经网络,ALIAS_OF
量子密码术,量子密码,ALIAS_OF
stimuli-responsivness,stimuli-responsive,ALIAS_OF
预训练大模型,大规模预训练模型,ALIAS_OF
高中生物学,高中生物,ALIAS_OF
主体性危机,“主体性”危机,ALIAS_OF
Protein complex,Protein Complexes,ALIAS_OF
heavy metal pollutants,Heavy metal pollutants,ALIAS_OF
多头自注意力机制,多头注意力机制,ALIAS_OF
杆状病毒表达体系,杆状病毒表达系统,ALIAS_OF
癌症晚期患者,晚期癌症,ALIAS_OF
硫化物电解质,硫化物固体电解质,ALIAS_OF
表观基因组学,表观基因组,ALIAS_OF
还原脱氯,脱氯还原,ALIAS_OF
单拷贝直系同源基因,单拷贝同源基因,ALIAS_OF
molecular stacking,Molecular Stacking,ALIAS_OF
中医病因病机,中医病因和病机,ALIAS_OF
13价肺炎球菌结合疫苗,13价肺炎球菌多糖结合疫苗,ALIAS_OF
脂肪代谢,脂代谢,ALIAS_OF
生态学模型,生态位模型,ALIAS_OF
光电开关,光开关,ALIAS_OF
人兽共患病,人兽共患疾病,ALIAS_OF
格公钥密码,公钥密码,ALIAS_OF
精准医疗,精准医学,ALIAS_OF
logistic增长,Logistic增长,ALIAS_OF
肾脏纤维化,肾纤维化,ALIAS_OF
社区卫生中心,社区卫生服务中心,ALIAS_OF
成本管控,成本控制,ALIAS_OF
掩码注意力,动态掩码注意力,ALIAS_OF
电路课程,电子电路课程,ALIAS_OF
慢性乙型肝炎病毒感染,乙型病毒性肝炎,ALIAS_OF
超高液相色谱-质谱,超高效液相色谱-质谱联用,ALIAS_OF
Schiff Bases,Schiff bases,ALIAS_OF
stimuli responsive,stimuli-responsive,ALIAS_OF
循环功率,功率循环,ALIAS_OF
光谱观测,光谱探测,ALIAS_OF
抗氧化功能,抗氧化作用,ALIAS_OF
太阳空间探测,太阳探测,ALIAS_OF
药物-靶点相互作用,药物-靶标相互作用,ALIAS_OF
编解码器结构,编码器-解码器结构,ALIAS_OF
脑利钠肽,脑钠肽,ALIAS_OF
反向遗传操作系统,反向遗传学操作系统,ALIAS_OF
流行病模型,流行病学模型,ALIAS_OF
化学合成类制药,化学原料药,ALIAS_OF
JAK/STAT通路,JAK-STAT通路,ALIAS_OF
天体物理学,天体物理,ALIAS_OF
代数多重网格方法,代数多重网格,ALIAS_OF
药理机制,药理作用机制,ALIAS_OF
有机-无机复合体系,有机-无机复合,ALIAS_OF
非共价键作用力,非共价键作用,ALIAS_OF
量子信息理论,量子信息,ALIAS_OF
噬菌体疗法,噬菌体治疗,ALIAS_OF
晚期癌症患者,晚期癌症,ALIAS_OF
缺血性脑卒中,急性缺血性脑卒中,ALIAS_OF
五羟色胺,5-羟色胺,ALIAS_OF
Bert模型,BERT模型,ALIAS_OF
信息科技课程,信息技术课程,ALIAS_OF
生成艺术,生成式艺术,ALIAS_OF
细胞培养技术,细胞培养,ALIAS_OF
聚合物有机凝胶,聚合物凝胶,ALIAS_OF
主动式健康,主动健康,ALIAS_OF
光学集成电路,光子集成电路,ALIAS_OF
MXene复合材料,MXene基复合材料,ALIAS_OF
严重急性呼吸综合征冠状病毒2,严重急性呼吸系统综合征冠状病毒2型(SARS-CoV-2),ALIAS_OF
Coiled coils,Coiled Coils,ALIAS_OF
生物3D打印技术,3D生物打印技术,ALIAS_OF
CT影像,CT图像,ALIAS_OF
人字齿行星齿轮,人字行星齿轮,ALIAS_OF
老年癌症病人,老年癌症患者,ALIAS_OF
围绝经期抑郁症,围绝经期抑郁,ALIAS_OF
amyloids,amyloid,ALIAS_OF
“长征五号”火箭,长征五号运载火箭,ALIAS_OF
药物依从性,用药依从性,ALIAS_OF
Cucurbit[6]uril,cucurbit[6]uril,ALIAS_OF
制造企业,制造业企业,ALIAS_OF
数字教育,教育数字化,ALIAS_OF
单细胞组学技术,单细胞技术,ALIAS_OF
7Ps营销策略优化,7PS营销策略,ALIAS_OF
氧气还原反应,氧还原反应,ALIAS_OF
蛋白质基因组学,蛋白—基因组学,ALIAS_OF
分级分类,分类分级,ALIAS_OF
硅波导,硅基波导,ALIAS_OF
自身免疫性甲状腺疾病,甲状腺自身免疫性疾病,ALIAS_OF
驾驶员疲劳检测,疲劳驾驶检测,ALIAS_OF
碱金属阳离子,碱金属离子,ALIAS_OF
“双积分”政策,双积分政策,ALIAS_OF
基因组进化,基因组演化,ALIAS_OF
subcellular distribution,Subcellular Distribution,ALIAS_OF
非线性动力学分析,非线性动力学,ALIAS_OF
Linux系统,Linux操作系统,ALIAS_OF
线粒体生物生成,线粒体生物发生,ALIAS_OF
Ⅰ期临床研究,Ⅰ期临床试验,ALIAS_OF
宏基因组学第二代测序,宏基因组二代测序,ALIAS_OF
3巯基丙基三甲氧基硅烷,3-巯基丙基三甲氧基硅烷,ALIAS_OF
化学酶法,化学-酶法,ALIAS_OF
polyphenols,Polyphenols,ALIAS_OF
痰瘀并治,痰瘀同治,ALIAS_OF
SIRS流行病模型,SIRS传染病模型,ALIAS_OF
鼻腔黏膜免疫疫苗,鼻腔疫苗,ALIAS_OF
输卵管阻塞性不孕,输卵管因素性不孕,ALIAS_OF
bioinorganic chemistry,Bioinorganic Chemistry,ALIAS_OF
技术演进,技术演化,ALIAS_OF
灭绝性与持久性,持久性与灭绝性,ALIAS_OF
路径创新,创新路径,ALIAS_OF
轮毂电动机,轮毂电机,ALIAS_OF
全固态锂电池,全固态电池,ALIAS_OF
Halcon,HALCON,ALIAS_OF
电化学分析,电分析化学,ALIAS_OF
DTaP-IPV/Hib五联疫苗,DTaP-IPV-Hib五联疫苗,ALIAS_OF
质子传递,质子传导,ALIAS_OF
poly I,C: poly I:C,ALIAS_OF
呼吸道疾病综合征,呼吸疾病综合征,ALIAS_OF
肺部炎症性疾病,肺部疾病,ALIAS_OF
[3+2]环合反应,[3+2]环化反应,ALIAS_OF
IgG4相关疾病,IgG4相关性疾病,ALIAS_OF
医疗报告生成,医学报告生成,ALIAS_OF
慢病防治,慢病防控,ALIAS_OF
血管形成,血管生成,ALIAS_OF
coordination-driven self-assembly,Coordination‐driven self‐assembly,ALIAS_OF
分离鉴定,分离与鉴定,ALIAS_OF
螺栓连接,螺栓联接,ALIAS_OF
孟德尔随机化研究,孟德尔随机化,ALIAS_OF
肿瘤生物标志物,肿瘤标志物,ALIAS_OF
纳米碳材料,碳纳米材料,ALIAS_OF
激光精密焊接,激光焊接,ALIAS_OF
supramolecular,Supramolecular,ALIAS_OF
胞外囊泡,细胞外囊泡,ALIAS_OF
photosensitizer,Photosensitizer,ALIAS_OF
嵌合病毒,嵌合型病毒,ALIAS_OF
围术期神经认知障碍,围手术期神经认知障碍,ALIAS_OF
滑膜成纤维细胞,成纤维样滑膜细胞,ALIAS_OF
影像学特点,影像学特征,ALIAS_OF
树状大分子,树形大分子,ALIAS_OF
功率电子器件,功率器件,ALIAS_OF
分子表征,分子图表征,ALIAS_OF
CRISPR/Cas技术,CRISPR/Cas9技术,ALIAS_OF
畜禽粪污,畜禽粪便,ALIAS_OF
发光二极管光源,发光二极管,ALIAS_OF
服药依从性,用药依从性,ALIAS_OF
肺部感染性疾病,肺部疾病,ALIAS_OF
white‐light emission,white light emission,ALIAS_OF
视觉大模型,大型视觉模型,ALIAS_OF
臭氧催化氧化,催化臭氧化,ALIAS_OF
仿真教学,仿真实验教学,ALIAS_OF
蒙特卡罗法,蒙特卡洛法,ALIAS_OF
化学合成制药废水,化学制药废水,ALIAS_OF
X射线衍射谱,X射线衍射,ALIAS_OF
聚苯乙烯纳米塑料,纳米聚苯乙烯,ALIAS_OF
医疗大数据,医学大数据,ALIAS_OF
食品检验,食品安全检测,ALIAS_OF
肺系疾病,肺部疾病,ALIAS_OF
全球卫生治理,全球公共卫生治理,ALIAS_OF
化学疗法,化学治疗,ALIAS_OF
教学实验平台,实验教学平台,ALIAS_OF
非酒精性脂肪肝病(NAFLD),非酒精性脂肪肝(NAFLD),ALIAS_OF
代谢类疾病,代谢性疾病,ALIAS_OF
关键核心技术攻关,关键技术,ALIAS_OF
刺激-机制-反应理论,刺激-机体-反应理论,ALIAS_OF
CD8+T淋巴细胞,CD8+ T细胞,ALIAS_OF
网联自动驾驶车辆,网联自动驾驶,ALIAS_OF
鲜食农产品,生鲜农产品,ALIAS_OF
peptides,Peptides,ALIAS_OF
photosensitizers,Photosensitizers,ALIAS_OF
医药废水,制药废水,ALIAS_OF
Cucurbit[5]uril,cucurbit[5]uril,ALIAS_OF
多层感知器,多层感知机,ALIAS_OF
农作物生产水足迹,农作物水足迹,ALIAS_OF
杆状病毒表达载体系统,杆状病毒表达系统,ALIAS_OF
秸秆还田机,秸秆机械粉碎还田,ALIAS_OF
炎症指标,炎性指标,ALIAS_OF
thermoresponsive behavior,Thermoresponsive behavior,ALIAS_OF
Lomb-Scargle周期图法,Lomb-Scargle周期图,ALIAS_OF
非核糖体肽合成酶,非核糖体多肽合成酶,ALIAS_OF
税收现代化,税收治理现代化,ALIAS_OF
自身免疫疾病,自身免疫性疾病,ALIAS_OF
Kransnoselskii不动点定理,Guo-Krasnoselskii不动点定理,ALIAS_OF
血清代谢物,血清代谢产物,ALIAS_OF
芯片制造产业链,芯片产业链,ALIAS_OF
全球性公共产品,全球公共产品,ALIAS_OF
计算精神病学,计算精神医学,ALIAS_OF
修复和再生,修复与再生,ALIAS_OF
amyloid fibrils,Amyloid fibrils,ALIAS_OF
矩阵管理,矩阵式管理,ALIAS_OF
噬菌体展示系统,噬菌体展示,ALIAS_OF
artificial neural network,Artificial neural network,ALIAS_OF
Aggregation-induced emission,Aggregation-Induced Emission,ALIAS_OF
黏附性,粘附性,ALIAS_OF
异基因造血干细胞移植术,异基因造血干细胞移植,ALIAS_OF
光学轨道角动量,光子轨道角动量,ALIAS_OF
苯并呋喃[3,苯并呋喃,ALIAS_OF
去芳构化反应,去芳化反应,ALIAS_OF
模糊集定型比较分析,模糊集定性比较分析,ALIAS_OF
全景影像,全景图像,ALIAS_OF
kinetics,Kinetics,ALIAS_OF
钠—葡萄糖共转运蛋白2抑制剂,钠-葡萄糖共转运蛋白2抑制剂,ALIAS_OF
脑肠轴,肠-脑轴,ALIAS_OF
Carbon nitride,Carbon Nitride,ALIAS_OF
医疗图像分割,医学图像分割,ALIAS_OF
BN-S模型,B-S模型,ALIAS_OF
peptide,Peptide,ALIAS_OF
谷氨酸棒状杆菌,谷氨酸棒杆菌,ALIAS_OF
organic microcrystal,Organic microcrystal,ALIAS_OF
QT,Qt,ALIAS_OF
口腔表现,口腔表征,ALIAS_OF
循环神经网络模型,循环神经网络,ALIAS_OF
多环芳香烃,多环芳烃,ALIAS_OF
water‐splitting,Water splitting,ALIAS_OF
功能性近红外光谱技术,功能性近红外光谱,ALIAS_OF
药物治疗监测,治疗药物监测,ALIAS_OF
cucurbit[n]urils,Cucurbit[n]urils,ALIAS_OF
抗生素耐药性基因,抗生素耐药基因,ALIAS_OF
电子供体-受体型,电子供体-受体,ALIAS_OF
糖尿病肾脏病变,糖尿病肾病,ALIAS_OF
主体-客体互倚模型,主-客体互倚模型,ALIAS_OF
molecular assemblies,Molecular assemblies,ALIAS_OF
中医外治疗法,中医外治,ALIAS_OF
健康状态评估,健康状况评估,ALIAS_OF
绿色化工环保技术,绿色化工技术,ALIAS_OF
病原体与宿主相互作用,病原-宿主相互作用,ALIAS_OF
头颈部肿瘤,头颈肿瘤,ALIAS_OF
支气管肺泡灌洗液,支气管肺泡灌洗,ALIAS_OF
头颈鳞状细胞癌,头颈部鳞状细胞癌,ALIAS_OF
建筑施工企业,建筑企业,ALIAS_OF
科产教融合,产科教融合,ALIAS_OF
功能磁共振成像,功能性磁共振成像,ALIAS_OF
遥感影像,遥感图像,ALIAS_OF
Molecular modelling,Molecular modeling,ALIAS_OF
化学合成药物,化学原料药,ALIAS_OF
磁测量,磁场测量,ALIAS_OF
激光精密加工,激光加工,ALIAS_OF
超高效液相色谱-串联质谱法,超高效液相色谱-质谱联用,ALIAS_OF
育龄期妇女,育龄妇女,ALIAS_OF
政策性农作物保险,政策性农业保险,ALIAS_OF
物病虫害,病虫害,ALIAS_OF
水污染物处理,水污染处理,ALIAS_OF
极端降雨,极端强降水,ALIAS_OF
秸秆处置,秸秆处理,ALIAS_OF
微机电系统器件,微机电系统,ALIAS_OF
受控生态生保系统,受控生态生命保障系统,ALIAS_OF
元素地球化学特征,元素地球化学,ALIAS_OF
fuelled assembly,Fueled assembly,ALIAS_OF
支原体性肺炎,支原体肺炎,ALIAS_OF
动态手势识别,手势识别,ALIAS_OF
发酵过程优化,发酵优化,ALIAS_OF
基因组特征,基因特征,ALIAS_OF
谱系不完全分选,不完全谱系分选,ALIAS_OF
集成经验模态分解,经验模态分解,ALIAS_OF
教育人工智能,人工智能与教育,ALIAS_OF
芯片行业,芯片产业,ALIAS_OF
时空演变,时空演化,ALIAS_OF
脑芯片,类脑芯片,ALIAS_OF
合成生物学技术,合成生物学,ALIAS_OF
阿尔茨海默症,阿尔茨海默病,ALIAS_OF
基因位点多态性,基因多态性,ALIAS_OF
halogen bond,Halogen bond,ALIAS_OF
猪繁殖与呼吸障碍综合征,猪繁殖与呼吸综合征,ALIAS_OF
非药物疗法,非药物治疗,ALIAS_OF
肿瘤坏死因子α,肿瘤坏死因子-α,ALIAS_OF
蛋白水解靶向嵌合体,蛋白降解靶向嵌合体,ALIAS_OF
篇章级事件抽取,篇章事件抽取,ALIAS_OF
核因子E2相关因子2(Nrf2),核因子E2相关因子2,ALIAS_OF
转录组技术,转录组学技术,ALIAS_OF
azobenzene,Azobenzene,ALIAS_OF
人字齿行星轮系,人字行星齿轮,ALIAS_OF
X射线计算机断层扫描(X-CT),X射线计算机断层扫描,ALIAS_OF
分子自组单层膜,分子自组装单层膜,ALIAS_OF
抗菌耐药性,抗微生物药物耐药性,ALIAS_OF
nanoparticles,Nanoparticles,ALIAS_OF
水溶解性,水溶性,ALIAS_OF
老年病人,老年患者,ALIAS_OF
互联网医疗,互联网+医疗,ALIAS_OF
肝脏再生,肝再生,ALIAS_OF
垂体腺瘤,垂体瘤,ALIAS_OF
慢性乙型病毒性肝炎,乙型病毒性肝炎,ALIAS_OF
传播动力模型,传播动力学模型,ALIAS_OF
干性年龄相关性黄斑变性,年龄相关性黄斑变性,ALIAS_OF
macroscopic supramolecular assembly,Macroscopic Supramolecular Assembly,ALIAS_OF
概率密度演化方法,概率密度演化,ALIAS_OF
Light harvesting system,Light-harvesting system,ALIAS_OF
柑橘黄酮,柑橘类黄酮,ALIAS_OF
头颈部癌症,头颈部癌,ALIAS_OF
心脑血管病,心脑血管疾病,ALIAS_OF
多功能电催化剂,多功能催化剂,ALIAS_OF
抗辐照加固,抗辐射加固,ALIAS_OF
变分自编码,变分自动编码器,ALIAS_OF
肠道病毒A组71型,肠道病毒71型,ALIAS_OF
口腔菌群,口腔微生物,ALIAS_OF
中药治疗,中医治疗,ALIAS_OF
感知压力,压力感知,ALIAS_OF
cancer,Cancer,ALIAS_OF
输入到状态稳定性,输入到状态指数稳定性,ALIAS_OF
Π…π interaction,π-π interaction,ALIAS_OF
DeeplabV3+,DeepLabV3+,ALIAS_OF
非自杀性自伤行为,非自杀性自伤,ALIAS_OF
b型流感嗜血杆菌结合疫苗,B型流感嗜血杆菌疫苗,ALIAS_OF
溶胶凝胶,溶胶-凝胶法,ALIAS_OF
现代半导体器件物理,半导体器件物理,ALIAS_OF
上皮间质转化,上皮-间质转化,ALIAS_OF
导航定位,定位导航,ALIAS_OF
Dagum基尼系数,DAGUM基尼系数,ALIAS_OF
